annotation_id,filename,geometry,annotation_class,us_jpeg_url,eu_jpeg_url,asia_jpeg_url
C11_B097_S11_1,C11_B097_S11.tif,"POLYGON ((71071.53186579447 140941.5318657945, 71071.53186579447 142178.4681342055, 72308.46813420553 142178.4681342055, 72308.46813420553 140941.5318657945, 71071.53186579447 140941.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_1.jpeg
C11_B097_S11_2,C11_B097_S11.tif,"POLYGON ((54134.53186579447 134975.5318657945, 54134.53186579447 136212.4681342055, 55371.46813420553 136212.4681342055, 55371.46813420553 134975.5318657945, 54134.53186579447 134975.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_2.jpeg
C11_B097_S11_3,C11_B097_S11.tif,"POLYGON ((55742.53186579447 135659.5318657945, 55742.53186579447 136896.4681342055, 56979.46813420553 136896.4681342055, 56979.46813420553 135659.5318657945, 55742.53186579447 135659.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_3.jpeg
C11_B097_S11_4,C11_B097_S11.tif,"POLYGON ((54684.53186579447 133063.5318657945, 54684.53186579447 134300.4681342055, 55921.46813420553 134300.4681342055, 55921.46813420553 133063.5318657945, 54684.53186579447 133063.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_4.jpeg
C11_B097_S11_5,C11_B097_S11.tif,"POLYGON ((54428.53186579447 128737.5318657945, 54428.53186579447 129974.4681342055, 55665.46813420553 129974.4681342055, 55665.46813420553 128737.5318657945, 54428.53186579447 128737.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_5.jpeg
C11_B097_S11_6,C11_B097_S11.tif,"POLYGON ((53233.53186579447 132045.5318657945, 53233.53186579447 133282.4681342055, 54470.46813420553 133282.4681342055, 54470.46813420553 132045.5318657945, 53233.53186579447 132045.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_6.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_6.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_6.jpeg
C11_B097_S11_7,C11_B097_S11.tif,"POLYGON ((52289.53186579447 128757.5318657945, 52289.53186579447 129994.4681342055, 53526.46813420553 129994.4681342055, 53526.46813420553 128757.5318657945, 52289.53186579447 128757.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_7.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_7.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_7.jpeg
C11_B097_S11_8,C11_B097_S11.tif,"POLYGON ((47295.53186579447 135285.5318657945, 47295.53186579447 136522.4681342055, 48532.46813420553 136522.4681342055, 48532.46813420553 135285.5318657945, 47295.53186579447 135285.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_8.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_8.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_8.jpeg
C11_B097_S11_9,C11_B097_S11.tif,"POLYGON ((48402.53186579447 134053.5318657945, 48402.53186579447 135290.4681342055, 49639.46813420553 135290.4681342055, 49639.46813420553 134053.5318657945, 48402.53186579447 134053.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_9.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_9.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_9.jpeg
C11_B097_S11_10,C11_B097_S11.tif,"POLYGON ((44758.53186579447 137457.5318657945, 44758.53186579447 138694.4681342055, 45995.46813420553 138694.4681342055, 45995.46813420553 137457.5318657945, 44758.53186579447 137457.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_10.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_10.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_10.jpeg
C11_B097_S11_11,C11_B097_S11.tif,"POLYGON ((43676.53186579447 134827.5318657945, 43676.53186579447 136064.4681342055, 44913.46813420553 136064.4681342055, 44913.46813420553 134827.5318657945, 43676.53186579447 134827.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_11.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_11.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_11.jpeg
C11_B097_S11_12,C11_B097_S11.tif,"POLYGON ((41564.53186579447 134949.5318657945, 41564.53186579447 136186.4681342055, 42801.46813420553 136186.4681342055, 42801.46813420553 134949.5318657945, 41564.53186579447 134949.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_12.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_12.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_12.jpeg
C11_B097_S11_13,C11_B097_S11.tif,"POLYGON ((36752.53186579447 132675.5318657945, 36752.53186579447 133912.4681342055, 37989.46813420553 133912.4681342055, 37989.46813420553 132675.5318657945, 36752.53186579447 132675.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_13.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_13.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_13.jpeg
C11_B097_S11_14,C11_B097_S11.tif,"POLYGON ((39680.53186579447 130857.5318657945, 39680.53186579447 132094.4681342055, 40917.46813420553 132094.4681342055, 40917.46813420553 130857.5318657945, 39680.53186579447 130857.5318657945))",3,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B097_S11_14.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B097_S11_14.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B097_S11_14.jpeg
C11_B133_S11_0,C11_B133_S11.tif,"POLYGON ((55746.53186579447 167495.5318657945, 55746.53186579447 168732.4681342055, 56983.46813420553 168732.4681342055, 56983.46813420553 167495.5318657945, 55746.53186579447 167495.5318657945))",2,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B133_S11_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B133_S11_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B133_S11_0.jpeg
C11_B133_S11_1,C11_B133_S11.tif,"POLYGON ((49260.03186579447 168093.5318657945, 49260.03186579447 169330.4681342055, 50496.96813420553 169330.4681342055, 50496.96813420553 168093.5318657945, 49260.03186579447 168093.5318657945))",2,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B133_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B133_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B133_S11_1.jpeg
C11_B133_S11_2,C11_B133_S11.tif,"POLYGON ((64819.03186579447 126145.5318657945, 64819.03186579447 127382.4681342055, 66055.96813420553 127382.4681342055, 66055.96813420553 126145.5318657945, 64819.03186579447 126145.5318657945))",2,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B133_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B133_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B133_S11_2.jpeg
C11_B133_S11_3,C11_B133_S11.tif,"POLYGON ((71006.53186579447 129189.5318657945, 71006.53186579447 130426.4681342055, 72243.46813420553 130426.4681342055, 72243.46813420553 129189.5318657945, 71006.53186579447 129189.5318657945))",2,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B133_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B133_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B133_S11_3.jpeg
C11_B133_S11_4,C11_B133_S11.tif,"POLYGON ((71254.53186579447 127851.5318657945, 71254.53186579447 129088.4681342055, 72491.46813420553 129088.4681342055, 72491.46813420553 127851.5318657945, 71254.53186579447 127851.5318657945))",2,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B133_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B133_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B133_S11_4.jpeg
C11_B070_S11_0,C11_B070_S11.tif,"POLYGON ((198090.0318657945 212849.5318657945, 198090.0318657945 214086.4681342055, 199326.9681342055 214086.4681342055, 199326.9681342055 212849.5318657945, 198090.0318657945 212849.5318657945))",2,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B070_S11_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B070_S11_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B070_S11_0.jpeg
C11_B070_S11_1,C11_B070_S11.tif,"POLYGON ((201642.5318657945 209903.5318657945, 201642.5318657945 211140.4681342055, 202879.4681342055 211140.4681342055, 202879.4681342055 209903.5318657945, 201642.5318657945 209903.5318657945))",1,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B070_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B070_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B070_S11_1.jpeg
C11_B070_S11_2,C11_B070_S11.tif,"POLYGON ((197235.0318657945 210810.5318657945, 197235.0318657945 212047.4681342055, 198471.9681342055 212047.4681342055, 198471.9681342055 210810.5318657945, 197235.0318657945 210810.5318657945))",2,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B070_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B070_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B070_S11_2.jpeg
C11_B070_S11_3,C11_B070_S11.tif,"POLYGON ((213008.5318657945 143261.5318657945, 213008.5318657945 144498.4681342055, 214245.4681342055 144498.4681342055, 214245.4681342055 143261.5318657945, 213008.5318657945 143261.5318657945))",2,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B070_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B070_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B070_S11_3.jpeg
C11_B070_S11_4,C11_B070_S11.tif,"POLYGON ((212760.5318657945 144671.5318657945, 212760.5318657945 145908.4681342055, 213997.4681342055 145908.4681342055, 213997.4681342055 144671.5318657945, 212760.5318657945 144671.5318657945))",2,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B070_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B070_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B070_S11_4.jpeg
C11_B063_S11_0,C11_B063_S11.tif,"POLYGON ((60774.53186579447 182171.5318657945, 60774.53186579447 183408.4681342055, 62011.46813420553 183408.4681342055, 62011.46813420553 182171.5318657945, 60774.53186579447 182171.5318657945))",1,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B063_S11_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B063_S11_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B063_S11_0.jpeg
C11_B063_S11_1,C11_B063_S11.tif,"POLYGON ((59536.53186579447 182395.5318657945, 59536.53186579447 183632.4681342055, 60773.46813420553 183632.4681342055, 60773.46813420553 182395.5318657945, 59536.53186579447 182395.5318657945))",1,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B063_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B063_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B063_S11_1.jpeg
C11_B063_S11_2,C11_B063_S11.tif,"POLYGON ((53974.53186579447 176247.5318657945, 53974.53186579447 177484.4681342055, 55211.46813420553 177484.4681342055, 55211.46813420553 176247.5318657945, 53974.53186579447 176247.5318657945))",1,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B063_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B063_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B063_S11_2.jpeg
C11_B063_S11_3,C11_B063_S11.tif,"POLYGON ((55472.53186579447 176097.5318657945, 55472.53186579447 177334.4681342055, 56709.46813420553 177334.4681342055, 56709.46813420553 176097.5318657945, 55472.53186579447 176097.5318657945))",1,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B063_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B063_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B063_S11_3.jpeg
C11_B063_S11_4,C11_B063_S11.tif,"POLYGON ((56992.53186579447 176153.5318657945, 56992.53186579447 177390.4681342055, 58229.46813420553 177390.4681342055, 58229.46813420553 176153.5318657945, 56992.53186579447 176153.5318657945))",1,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B063_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B063_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B063_S11_4.jpeg
C11_B027_S11_0,C11_B027_S11.tif,"POLYGON ((46604.53186579447 216858.5318657945, 46604.53186579447 218095.4681342055, 47841.46813420553 218095.4681342055, 47841.46813420553 216858.5318657945, 46604.53186579447 216858.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B027_S11_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B027_S11_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B027_S11_0.jpeg
C11_B027_S11_1,C11_B027_S11.tif,"POLYGON ((42352.53186579447 222747.5318657945, 42352.53186579447 223984.4681342055, 43589.46813420553 223984.4681342055, 43589.46813420553 222747.5318657945, 42352.53186579447 222747.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B027_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B027_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B027_S11_1.jpeg
C11_B027_S11_2,C11_B027_S11.tif,"POLYGON ((47872.53186579447 221621.5318657945, 47872.53186579447 222858.4681342055, 49109.46813420553 222858.4681342055, 49109.46813420553 221621.5318657945, 47872.53186579447 221621.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B027_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B027_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B027_S11_2.jpeg
C11_B027_S11_3,C11_B027_S11.tif,"POLYGON ((46006.53186579447 222511.5318657945, 46006.53186579447 223748.4681342055, 47243.46813420553 223748.4681342055, 47243.46813420553 222511.5318657945, 46006.53186579447 222511.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B027_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B027_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B027_S11_3.jpeg
C11_B027_S11_4,C11_B027_S11.tif,"POLYGON ((47708.53186579447 223043.5318657945, 47708.53186579447 224280.4681342055, 48945.46813420553 224280.4681342055, 48945.46813420553 223043.5318657945, 47708.53186579447 223043.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B027_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B027_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B027_S11_4.jpeg
C11_B061_S11_3,C11_B061_S11.tif,"POLYGON ((51451.53186579447 171557.5318657945, 51451.53186579447 172794.4681342055, 52688.46813420553 172794.4681342055, 52688.46813420553 171557.5318657945, 51451.53186579447 171557.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B061_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B061_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B061_S11_3.jpeg
C11_B061_S11_4,C11_B061_S11.tif,"POLYGON ((58321.53186579447 156653.5318657945, 58321.53186579447 157890.4681342055, 59558.46813420553 157890.4681342055, 59558.46813420553 156653.5318657945, 58321.53186579447 156653.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B061_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B061_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B061_S11_4.jpeg
C11_B061_S11_5,C11_B061_S11.tif,"POLYGON ((53369.53186579447 157197.5318657945, 53369.53186579447 158434.4681342055, 54606.46813420553 158434.4681342055, 54606.46813420553 157197.5318657945, 53369.53186579447 157197.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B061_S11_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B061_S11_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B061_S11_5.jpeg
C11_B061_S11_6,C11_B061_S11.tif,"POLYGON ((54627.53186579447 150613.5318657945, 54627.53186579447 151850.4681342055, 55864.46813420553 151850.4681342055, 55864.46813420553 150613.5318657945, 54627.53186579447 150613.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B061_S11_6.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B061_S11_6.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B061_S11_6.jpeg
C11_B061_S11_7,C11_B061_S11.tif,"POLYGON ((56119.53186579447 150365.5318657945, 56119.53186579447 151602.4681342055, 57356.46813420553 151602.4681342055, 57356.46813420553 150365.5318657945, 56119.53186579447 150365.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B061_S11_7.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B061_S11_7.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B061_S11_7.jpeg
C11_B061_S11_8,C11_B061_S11.tif,"POLYGON ((50415.53186579447 147873.5318657945, 50415.53186579447 149110.4681342055, 51652.46813420553 149110.4681342055, 51652.46813420553 147873.5318657945, 50415.53186579447 147873.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B061_S11_8.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B061_S11_8.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B061_S11_8.jpeg
C11_B061_S11_9,C11_B061_S11.tif,"POLYGON ((49183.53186579447 145589.5318657945, 49183.53186579447 146826.4681342055, 50420.46813420553 146826.4681342055, 50420.46813420553 145589.5318657945, 49183.53186579447 145589.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B061_S11_9.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B061_S11_9.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B061_S11_9.jpeg
C11_B061_S11_10,C11_B061_S11.tif,"POLYGON ((48835.53186579447 151093.5318657945, 48835.53186579447 152330.4681342055, 50072.46813420553 152330.4681342055, 50072.46813420553 151093.5318657945, 48835.53186579447 151093.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B061_S11_10.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B061_S11_10.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B061_S11_10.jpeg
C11_B061_S11_11,C11_B061_S11.tif,"POLYGON ((42655.53186579447 159657.5318657945, 42655.53186579447 160894.4681342055, 43892.46813420553 160894.4681342055, 43892.46813420553 159657.5318657945, 42655.53186579447 159657.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B061_S11_11.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B061_S11_11.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B061_S11_11.jpeg
C11_B011_S11_0,C11_B011_S11.tif,"POLYGON ((40987.53186579447 138809.5318657945, 40987.53186579447 140046.4681342055, 42224.46813420553 140046.4681342055, 42224.46813420553 138809.5318657945, 40987.53186579447 138809.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B011_S11_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B011_S11_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B011_S11_0.jpeg
C11_B011_S11_1,C11_B011_S11.tif,"POLYGON ((41971.53186579447 140293.5318657945, 41971.53186579447 141530.4681342055, 43208.46813420553 141530.4681342055, 43208.46813420553 140293.5318657945, 41971.53186579447 140293.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B011_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B011_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B011_S11_1.jpeg
C11_B011_S11_2,C11_B011_S11.tif,"POLYGON ((44255.53186579447 143293.5318657945, 44255.53186579447 144530.4681342055, 45492.46813420553 144530.4681342055, 45492.46813420553 143293.5318657945, 44255.53186579447 143293.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B011_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B011_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B011_S11_2.jpeg
C11_B011_S11_3,C11_B011_S11.tif,"POLYGON ((44563.53186579447 146465.5318657945, 44563.53186579447 147702.4681342055, 45800.46813420553 147702.4681342055, 45800.46813420553 146465.5318657945, 44563.53186579447 146465.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B011_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B011_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B011_S11_3.jpeg
C11_B011_S11_4,C11_B011_S11.tif,"POLYGON ((40727.53186579447 149621.5318657945, 40727.53186579447 150858.4681342055, 41964.46813420553 150858.4681342055, 41964.46813420553 149621.5318657945, 40727.53186579447 149621.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B011_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B011_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B011_S11_4.jpeg
C11_B011_S11_5,C11_B011_S11.tif,"POLYGON ((43471.53186579447 149249.5318657945, 43471.53186579447 150486.4681342055, 44708.46813420553 150486.4681342055, 44708.46813420553 149249.5318657945, 43471.53186579447 149249.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B011_S11_5.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B011_S11_5.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B011_S11_5.jpeg
C11_B011_S11_6,C11_B011_S11.tif,"POLYGON ((45039.53186579447 149297.5318657945, 45039.53186579447 150534.4681342055, 46276.46813420553 150534.4681342055, 46276.46813420553 149297.5318657945, 45039.53186579447 149297.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B011_S11_6.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B011_S11_6.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B011_S11_6.jpeg
C11_B095_S11_0,C11_B095_S11.tif,"POLYGON ((49062.53186579447 136297.5318657945, 49062.53186579447 137534.4681342055, 50299.46813420553 137534.4681342055, 50299.46813420553 136297.5318657945, 49062.53186579447 136297.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B095_S11_0.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B095_S11_0.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B095_S11_0.jpeg
C11_B095_S11_1,C11_B095_S11.tif,"POLYGON ((54635.53186579447 136461.5318657945, 54635.53186579447 137698.4681342055, 55872.46813420553 137698.4681342055, 55872.46813420553 136461.5318657945, 54635.53186579447 136461.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B095_S11_1.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B095_S11_1.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B095_S11_1.jpeg
C11_B095_S11_2,C11_B095_S11.tif,"POLYGON ((55575.53186579447 138117.5318657945, 55575.53186579447 139354.4681342055, 56812.46813420553 139354.4681342055, 56812.46813420553 138117.5318657945, 55575.53186579447 138117.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B095_S11_2.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B095_S11_2.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B095_S11_2.jpeg
C11_B095_S11_3,C11_B095_S11.tif,"POLYGON ((55291.53186579447 140761.5318657945, 55291.53186579447 141998.4681342055, 56528.46813420553 141998.4681342055, 56528.46813420553 140761.5318657945, 55291.53186579447 140761.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B095_S11_3.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B095_S11_3.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B095_S11_3.jpeg
C11_B095_S11_4,C11_B095_S11.tif,"POLYGON ((54675.53186579447 142293.5318657945, 54675.53186579447 143530.4681342055, 55912.46813420553 143530.4681342055, 55912.46813420553 142293.5318657945, 54675.53186579447 142293.5318657945))",0,s3://drivendata-competition-sfp-public/train/annotated_regions/C11_B095_S11_4.jpeg,s3://drivendata-competition-sfp-public-eu/train/annotated_regions/C11_B095_S11_4.jpeg,s3://drivendata-competition-sfp-public-asia/train/annotated_regions/C11_B095_S11_4.jpeg
